Kode,Nama,Kategori,Stok,Harga,Kadaluarsa,Deskripsi
OBT532,Simil 20mg,Antidepresan,311,20063,2025-09-20,Obat antidepresan untuk penggunaan medis
OBT533,Amloan 20mg,Antihistamin,171,83219,2026-02-19,Obat antihistamin untuk penggunaan medis
OBT534,Ranitex 1000mg,Mineral,70,76785,2025-08-24,Obat mineral untuk penggunaan medis
OBT535,Amoxat 250mg,Vitamin,236,36906,2026-03-16,Obat vitamin untuk penggunaan medis
OBT536,Amoxox 500mg,Kardiovaskular,297,12481,2025-09-10,Obat kardiovaskular untuk penggunaan medis
OBT537,Amoxax 100mg,Antibiotik,107,36399,2025-10-27,Obat antibiotik untuk penggunaan medis
OBT538,Atoril 500mg,Psikotropika,406,42857,2025-05-20,Obat psikotropika untuk penggunaan medis
OBT539,Dexail 250mg,Kardiovaskular,84,68050,2025-09-16,Obat kardiovaskular untuk penggunaan medis
OBT540,Amoxen 500mg,Antasida,467,50174,2026-06-17,Obat antasida untuk penggunaan medis
OBT541,Amloat 250mg,Analgesik,230,28286,2026-02-07,Obat analgesik untuk penggunaan medis
OBT542,Dicloil 100mg,Antikonvulsan,147,5561,2026-12-12,Obat antikonvulsan untuk penggunaan medis
OBT543,Atorin 5mg,Antibiotik,261,34637,2025-02-25,Obat antibiotik untuk penggunaan medis
OBT544,Losox 250mg,Mineral,368,32737,2025-10-11,Obat mineral untuk penggunaan medis
OBT545,Diclool 100mg,Antibiotik,136,46287,2026-07-06,Obat antibiotik untuk penggunaan medis
OBT546,Simox 250mg,Psikotropika,221,84834,2026-05-27,Obat psikotropika untuk penggunaan medis
OBT547,Losat 50mg,Antibiotik,376,81797,2026-03-21,Obat antibiotik untuk penggunaan medis
OBT548,Dicloex 25mg,Antidiabetes,359,53854,2026-01-11,Obat antidiabetes untuk penggunaan medis
OBT549,Ibuat 100mg,Mineral,53,47874,2026-05-06,Obat mineral untuk penggunaan medis
OBT550,Losax 10mg,Antasida,483,63861,2025-03-24,Obat antasida untuk penggunaan medis
OBT551,Metum 10mg,Antidiabetes,233,13507,2026-02-13,Obat antidiabetes untuk penggunaan medis
OBT552,Amloex 250mg,Analgesik,122,70886,2026-01-13,Obat analgesik untuk penggunaan medis
OBT553,Dicloen 5mg,Vitamin,79,77646,2026-07-21,Obat vitamin untuk penggunaan medis
OBT554,Captin 100mg,Antidiabetes,413,33113,2025-02-06,Obat antidiabetes untuk penggunaan medis
OBT555,Ibuen 20mg,Antibiotik,97,81534,2025-10-18,Obat antibiotik untuk penggunaan medis
OBT556,Dicloax 25mg,Mineral,415,79078,2026-10-18,Obat mineral untuk penggunaan medis
OBT557,Atorat 100mg,Kortikosteroid,262,42898,2025-03-26,Obat kortikosteroid untuk penggunaan medis
OBT558,Paraat 25mg,Antidepresan,209,31233,2026-08-03,Obat antidepresan untuk penggunaan medis
OBT559,Atorox 25mg,Antihistamin,354,82734,2026-05-30,Obat antihistamin untuk penggunaan medis
OBT560,Raniten 100mg,Antibiotik,444,5803,2026-08-24,Obat antibiotik untuk penggunaan medis
OBT561,Paraan 100mg,Kortikosteroid,494,51260,2025-10-20,Obat kortikosteroid untuk penggunaan medis
OBT562,Captum 25mg,Mineral,157,82385,2026-08-21,Obat mineral untuk penggunaan medis
OBT563,Losax 50mg,Antidiabetes,345,96825,2025-07-05,Obat antidiabetes untuk penggunaan medis
OBT564,Dexaan 25mg,Antihistamin,373,81124,2025-06-03,Obat antihistamin untuk penggunaan medis
OBT565,Paraox 25mg,Analgesik,478,85611,2026-11-25,Obat analgesik untuk penggunaan medis
OBT566,Dexaen 500mg,Antidepresan,414,85130,2026-09-13,Obat antidepresan untuk penggunaan medis
OBT567,Captin 5mg,Analgesik,260,25612,2025-10-23,Obat analgesik untuk penggunaan medis
OBT568,Simox 25mg,Kortikosteroid,283,20114,2025-08-09,Obat kortikosteroid untuk penggunaan medis
OBT569,Atorol 100mg,Psikotropika,395,35136,2026-07-16,Obat psikotropika untuk penggunaan medis
OBT570,Captum 5mg,Antihistamin,341,70868,2025-03-23,Obat antihistamin untuk penggunaan medis
OBT571,Dicloil 500mg,Psikotropika,126,22407,2025-09-07,Obat psikotropika untuk penggunaan medis
OBT572,Siman 50mg,Analgesik,175,49548,2025-04-08,Obat analgesik untuk penggunaan medis
OBT573,Cefium 250mg,Antidepresan,201,20714,2025-10-12,Obat antidepresan untuk penggunaan medis
OBT574,Paraum 25mg,Mineral,267,90878,2026-08-06,Obat mineral untuk penggunaan medis
OBT575,Ranitox 10mg,Mineral,496,8501,2026-02-18,Obat mineral untuk penggunaan medis
OBT576,Ranitil 20mg,Antikonvulsan,452,17718,2026-07-26,Obat antikonvulsan untuk penggunaan medis
OBT577,Dicloex 1000mg,Kortikosteroid,187,7729,2025-09-06,Obat kortikosteroid untuk penggunaan medis
OBT578,Simat 500mg,Psikotropika,433,8164,2025-01-27,Obat psikotropika untuk penggunaan medis
OBT579,Paraol 50mg,Antikonvulsan,421,16214,2025-04-14,Obat antikonvulsan untuk penggunaan medis
OBT580,Losox 100mg,Antibiotik,78,8558,2026-07-15,Obat antibiotik untuk penggunaan medis
OBT581,Dicloin 500mg,Vitamin,113,88316,2026-04-10,Obat vitamin untuk penggunaan medis
OBT582,Dexail 5mg,Antidepresan,111,65915,2025-12-24,Obat antidepresan untuk penggunaan medis
OBT583,Paraat 100mg,Antihistamin,138,45519,2025-01-05,Obat antihistamin untuk penggunaan medis
OBT584,Amloox 25mg,Kortikosteroid,207,19281,2025-06-09,Obat kortikosteroid untuk penggunaan medis
OBT585,Metin 500mg,Antikonvulsan,79,65383,2026-06-25,Obat antikonvulsan untuk penggunaan medis
OBT586,Losex 1000mg,Analgesik,408,89348,2026-01-21,Obat analgesik untuk penggunaan medis
OBT587,Captum 250mg,Antibiotik,445,94325,2026-02-15,Obat antibiotik untuk penggunaan medis
OBT588,Paraen 1000mg,Antidepresan,132,36520,2025-07-24,Obat antidepresan untuk penggunaan medis
OBT589,Paraol 500mg,Antihistamin,308,60345,2025-09-09,Obat antihistamin untuk penggunaan medis
OBT590,Captin 100mg,Antasida,81,38486,2026-06-03,Obat antasida untuk penggunaan medis
OBT591,Losen 50mg,Kortikosteroid,284,24402,2026-10-01,Obat kortikosteroid untuk penggunaan medis
OBT592,Atorex 100mg,Antidepresan,426,6983,2026-05-24,Obat antidepresan untuk penggunaan medis
OBT593,Dexaex 20mg,Vitamin,63,20615,2025-12-28,Obat vitamin untuk penggunaan medis
OBT594,Paraum 100mg,Psikotropika,469,32357,2025-12-25,Obat psikotropika untuk penggunaan medis
OBT595,Omepen 10mg,Antihistamin,194,11671,2026-06-18,Obat antihistamin untuk penggunaan medis
OBT596,Amloox 250mg,Kardiovaskular,406,59855,2025-06-18,Obat kardiovaskular untuk penggunaan medis
OBT597,Paraat 500mg,Antasida,452,11854,2026-02-10,Obat antasida untuk penggunaan medis
OBT598,Atorin 500mg,Antidepresan,314,65354,2025-01-21,Obat antidepresan untuk penggunaan medis
OBT599,Dexail 1000mg,Antikonvulsan,395,6475,2026-07-27,Obat antikonvulsan untuk penggunaan medis
OBT600,Amoxil 25mg,Antasida,378,15771,2025-03-03,Obat antasida untuk penggunaan medis
OBT601,Metum 10mg,Analgesik,333,44221,2026-08-19,Obat analgesik untuk penggunaan medis
OBT602,Ranitil 500mg,Antihistamin,219,50502,2026-02-26,Obat antihistamin untuk penggunaan medis
OBT603,Metax 1000mg,Antikonvulsan,480,63963,2025-10-19,Obat antikonvulsan untuk penggunaan medis
OBT604,Amloax 20mg,Mineral,166,43728,2025-02-06,Obat mineral untuk penggunaan medis
OBT605,Amloex 250mg,Antihistamin,483,55657,2025-04-27,Obat antihistamin untuk penggunaan medis
OBT606,Parail 5mg,Vitamin,136,63615,2026-08-07,Obat vitamin untuk penggunaan medis
OBT607,Losen 5mg,Vitamin,281,35536,2026-11-01,Obat vitamin untuk penggunaan medis
OBT608,Paraox 250mg,Kortikosteroid,364,70597,2026-02-09,Obat kortikosteroid untuk penggunaan medis
OBT609,Ibuum 500mg,Antasida,408,67594,2026-02-19,Obat antasida untuk penggunaan medis
OBT610,Atorat 20mg,Antidepresan,191,17352,2026-12-31,Obat antidepresan untuk penggunaan medis
OBT611,Atorex 250mg,Mineral,385,30086,2026-09-24,Obat mineral untuk penggunaan medis
OBT612,Amoxat 20mg,Vitamin,498,42562,2026-01-31,Obat vitamin untuk penggunaan medis
OBT613,Losin 10mg,Mineral,129,40344,2025-05-15,Obat mineral untuk penggunaan medis
OBT614,Cefiox 5mg,Analgesik,323,96518,2026-08-14,Obat analgesik untuk penggunaan medis
OBT615,Paraex 250mg,Antidepresan,95,32861,2025-09-08,Obat antidepresan untuk penggunaan medis
OBT616,Dexaat 50mg,Antihistamin,467,82624,2026-03-03,Obat antihistamin untuk penggunaan medis
OBT617,Amoxum 500mg,Antibiotik,398,13407,2026-03-28,Obat antibiotik untuk penggunaan medis
OBT618,Cefiil 20mg,Kardiovaskular,207,57371,2026-01-26,Obat kardiovaskular untuk penggunaan medis
OBT619,Cefien 100mg,Psikotropika,427,52474,2026-01-16,Obat psikotropika untuk penggunaan medis
OBT620,Omepin 25mg,Antibiotik,351,17018,2025-10-18,Obat antibiotik untuk penggunaan medis
OBT621,Amloan 1000mg,Antasida,462,81064,2026-03-24,Obat antasida untuk penggunaan medis
OBT622,Metox 50mg,Kardiovaskular,137,46147,2025-06-09,Obat kardiovaskular untuk penggunaan medis
OBT623,Metat 25mg,Kortikosteroid,469,85103,2026-05-05,Obat kortikosteroid untuk penggunaan medis
OBT624,Captox 100mg,Kortikosteroid,391,36591,2026-05-12,Obat kortikosteroid untuk penggunaan medis
OBT625,Atorat 5mg,Kortikosteroid,210,82374,2025-04-13,Obat kortikosteroid untuk penggunaan medis
OBT626,Cefiin 1000mg,Antasida,353,5008,2026-03-10,Obat antasida untuk penggunaan medis
OBT627,Atoren 50mg,Kortikosteroid,242,48014,2025-10-23,Obat kortikosteroid untuk penggunaan medis
OBT628,Meten 50mg,Psikotropika,305,24471,2025-12-08,Obat psikotropika untuk penggunaan medis
OBT629,Dicloat 10mg,Antihistamin,282,10869,2025-12-02,Obat antihistamin untuk penggunaan medis
OBT630,Paraum 50mg,Kortikosteroid,194,66664,2026-02-24,Obat kortikosteroid untuk penggunaan medis
OBT631,Captex 500mg,Mineral,442,14301,2025-12-03,Obat mineral untuk penggunaan medis
OBT632,Dexaex 1000mg,Kardiovaskular,201,65486,2025-06-30,Obat kardiovaskular untuk penggunaan medis
OBT633,Losat 20mg,Antasida,398,71632,2026-12-05,Obat antasida untuk penggunaan medis
OBT634,Ranitum 500mg,Antibiotik,407,53022,2026-11-05,Obat antibiotik untuk penggunaan medis
OBT635,Dicloat 25mg,Antibiotik,422,39270,2025-04-15,Obat antibiotik untuk penggunaan medis
OBT636,Ibuan 50mg,Antihistamin,50,91232,2025-08-29,Obat antihistamin untuk penggunaan medis
OBT637,Omepol 250mg,Kortikosteroid,425,90337,2025-03-06,Obat kortikosteroid untuk penggunaan medis
OBT638,Ranitum 500mg,Antasida,326,19166,2025-09-27,Obat antasida untuk penggunaan medis
OBT639,Ranitax 50mg,Kortikosteroid,274,83497,2025-02-17,Obat kortikosteroid untuk penggunaan medis
OBT640,Amloat 250mg,Antikonvulsan,323,6547,2026-05-25,Obat antikonvulsan untuk penggunaan medis
OBT641,Ranitan 50mg,Mineral,160,8393,2026-01-27,Obat mineral untuk penggunaan medis
OBT642,Atorin 5mg,Mineral,467,81234,2025-05-06,Obat mineral untuk penggunaan medis
OBT643,Metil 1000mg,Antasida,53,84015,2025-07-12,Obat antasida untuk penggunaan medis
OBT644,Dexaum 1000mg,Antihistamin,69,17552,2025-06-15,Obat antihistamin untuk penggunaan medis
OBT645,Paraum 50mg,Analgesik,423,60330,2025-05-18,Obat analgesik untuk penggunaan medis
OBT646,Omepax 250mg,Antasida,161,27617,2025-03-30,Obat antasida untuk penggunaan medis
OBT647,Captox 250mg,Psikotropika,122,87265,2025-06-17,Obat psikotropika untuk penggunaan medis
OBT648,Atorex 10mg,Antihistamin,359,36029,2025-10-29,Obat antihistamin untuk penggunaan medis
OBT649,Atorat 25mg,Antidepresan,499,35603,2025-07-17,Obat antidepresan untuk penggunaan medis
OBT650,Omepax 250mg,Antidepresan,432,38640,2026-09-08,Obat antidepresan untuk penggunaan medis
OBT651,Dicloen 500mg,Antasida,178,53376,2026-04-13,Obat antasida untuk penggunaan medis
OBT652,Dexaax 100mg,Psikotropika,228,15198,2025-06-12,Obat psikotropika untuk penggunaan medis
OBT653,Amoxum 20mg,Antidepresan,365,53452,2025-05-09,Obat antidepresan untuk penggunaan medis
OBT654,Dicloil 10mg,Kortikosteroid,449,6951,2025-09-05,Obat kortikosteroid untuk penggunaan medis
OBT655,Simox 5mg,Mineral,485,30304,2025-01-05,Obat mineral untuk penggunaan medis
OBT656,Dexaen 5mg,Kardiovaskular,226,25651,2025-05-25,Obat kardiovaskular untuk penggunaan medis
OBT657,Atorex 5mg,Antidepresan,385,57929,2025-12-25,Obat antidepresan untuk penggunaan medis
OBT658,Dexaax 50mg,Antidiabetes,411,49381,2026-01-04,Obat antidiabetes untuk penggunaan medis
OBT659,Paraum 250mg,Antidiabetes,426,88188,2026-12-08,Obat antidiabetes untuk penggunaan medis
OBT660,Cefien 25mg,Kardiovaskular,61,77114,2025-07-11,Obat kardiovaskular untuk penggunaan medis
OBT661,Omepan 20mg,Psikotropika,58,31346,2025-02-01,Obat psikotropika untuk penggunaan medis
OBT662,Amoxen 50mg,Psikotropika,94,10282,2026-09-10,Obat psikotropika untuk penggunaan medis
OBT663,Ibuol 25mg,Kortikosteroid,53,45619,2025-10-07,Obat kortikosteroid untuk penggunaan medis
OBT664,Paraan 250mg,Kortikosteroid,296,23247,2025-04-30,Obat kortikosteroid untuk penggunaan medis
OBT665,Amlool 1000mg,Mineral,130,72925,2025-10-06,Obat mineral untuk penggunaan medis
OBT666,Dicloan 10mg,Antikonvulsan,155,8327,2026-05-14,Obat antikonvulsan untuk penggunaan medis
OBT667,Ranitat 100mg,Antidiabetes,126,42259,2025-08-26,Obat antidiabetes untuk penggunaan medis
OBT668,Cefian 250mg,Antidepresan,435,75430,2025-04-09,Obat antidepresan untuk penggunaan medis
OBT669,Cefium 100mg,Antidiabetes,470,64285,2025-04-07,Obat antidiabetes untuk penggunaan medis
OBT670,Ranitan 10mg,Mineral,174,79572,2026-09-02,Obat mineral untuk penggunaan medis
OBT671,Dicloil 100mg,Antidiabetes,291,31332,2026-12-09,Obat antidiabetes untuk penggunaan medis
OBT672,Amoxan 50mg,Vitamin,301,71025,2026-05-12,Obat vitamin untuk penggunaan medis
OBT673,Dicloen 10mg,Kardiovaskular,365,56109,2026-12-03,Obat kardiovaskular untuk penggunaan medis
OBT674,Captil 1000mg,Kardiovaskular,467,7254,2025-12-23,Obat kardiovaskular untuk penggunaan medis
OBT675,Amloil 25mg,Antikonvulsan,112,29424,2025-10-25,Obat antikonvulsan untuk penggunaan medis
OBT676,Dexain 5mg,Psikotropika,232,45015,2026-07-23,Obat psikotropika untuk penggunaan medis
OBT677,Ranitex 100mg,Kardiovaskular,450,66307,2026-10-13,Obat kardiovaskular untuk penggunaan medis
OBT678,Atoran 20mg,Antikonvulsan,354,82666,2026-05-27,Obat antikonvulsan untuk penggunaan medis
OBT679,Losol 500mg,Antidepresan,393,85777,2026-05-20,Obat antidepresan untuk penggunaan medis
OBT680,Simil 10mg,Mineral,382,10004,2026-02-17,Obat mineral untuk penggunaan medis
OBT681,Dicloax 100mg,Kardiovaskular,351,80551,2025-03-10,Obat kardiovaskular untuk penggunaan medis
OBT682,Omepox 20mg,Antasida,293,8519,2025-07-14,Obat antasida untuk penggunaan medis
OBT683,Atorox 1000mg,Kortikosteroid,199,85642,2026-09-03,Obat kortikosteroid untuk penggunaan medis
OBT684,Amloan 50mg,Mineral,137,29915,2026-05-24,Obat mineral untuk penggunaan medis
OBT685,Metex 10mg,Antihistamin,176,37334,2025-06-25,Obat antihistamin untuk penggunaan medis
OBT686,Cefiat 500mg,Antihistamin,462,21894,2026-05-25,Obat antihistamin untuk penggunaan medis
OBT687,Captox 5mg,Antidiabetes,425,32396,2025-09-16,Obat antidiabetes untuk penggunaan medis
OBT688,Cefiil 500mg,Antidiabetes,283,77857,2025-01-28,Obat antidiabetes untuk penggunaan medis
OBT689,Metol 10mg,Antidiabetes,474,19378,2026-10-30,Obat antidiabetes untuk penggunaan medis
OBT690,Atoril 50mg,Antibiotik,370,41537,2026-11-02,Obat antibiotik untuk penggunaan medis
OBT691,Amloax 25mg,Kortikosteroid,463,41649,2025-08-02,Obat kortikosteroid untuk penggunaan medis
OBT692,Cefiol 500mg,Antibiotik,310,34849,2026-12-02,Obat antibiotik untuk penggunaan medis
OBT693,Cefium 25mg,Antidepresan,159,30880,2026-11-25,Obat antidepresan untuk penggunaan medis
OBT694,Dexaen 1000mg,Antasida,346,28746,2025-09-11,Obat antasida untuk penggunaan medis
OBT695,Losol 10mg,Antidepresan,292,57714,2025-07-28,Obat antidepresan untuk penggunaan medis
OBT696,Ranitil 5mg,Antibiotik,248,95648,2026-03-18,Obat antibiotik untuk penggunaan medis
OBT697,Amoxat 100mg,Antidepresan,270,65494,2026-08-28,Obat antidepresan untuk penggunaan medis
OBT698,Omepin 20mg,Antidepresan,278,61500,2025-12-17,Obat antidepresan untuk penggunaan medis
OBT699,Atorex 1000mg,Antikonvulsan,111,60454,2026-04-06,Obat antikonvulsan untuk penggunaan medis
OBT700,Losan 500mg,Kortikosteroid,58,92607,2025-09-26,Obat kortikosteroid untuk penggunaan medis
OBT701,Ranitox 25mg,Kortikosteroid,323,85913,2026-01-17,Obat kortikosteroid untuk penggunaan medis
OBT702,Siman 500mg,Mineral,193,17391,2025-09-04,Obat mineral untuk penggunaan medis
OBT703,Metan 5mg,Mineral,285,10735,2026-01-02,Obat mineral untuk penggunaan medis
OBT704,Omepil 500mg,Psikotropika,302,85431,2026-07-07,Obat psikotropika untuk penggunaan medis
OBT705,Dicloat 250mg,Antibiotik,155,79329,2025-05-28,Obat antibiotik untuk penggunaan medis
OBT706,Dicloax 50mg,Antibiotik,75,8794,2025-06-04,Obat antibiotik untuk penggunaan medis
OBT707,Cefien 500mg,Antasida,210,29463,2025-05-29,Obat antasida untuk penggunaan medis
OBT708,Dicloen 50mg,Kardiovaskular,459,9569,2025-01-29,Obat kardiovaskular untuk penggunaan medis
OBT709,Amoxex 10mg,Kardiovaskular,198,48283,2026-03-27,Obat kardiovaskular untuk penggunaan medis
OBT710,Ranitol 250mg,Analgesik,161,40668,2025-03-25,Obat analgesik untuk penggunaan medis
OBT711,Atoren 500mg,Antihistamin,412,81299,2025-01-08,Obat antihistamin untuk penggunaan medis
OBT712,Meten 500mg,Antikonvulsan,184,96646,2025-12-16,Obat antikonvulsan untuk penggunaan medis
OBT713,Omepin 5mg,Antibiotik,83,90202,2025-09-29,Obat antibiotik untuk penggunaan medis
OBT714,Metum 20mg,Antidepresan,375,32725,2025-09-16,Obat antidepresan untuk penggunaan medis
OBT715,Amloan 1000mg,Antikonvulsan,179,61701,2025-10-28,Obat antikonvulsan untuk penggunaan medis
OBT716,Amoxin 50mg,Analgesik,384,61438,2026-10-13,Obat analgesik untuk penggunaan medis
OBT717,Metat 50mg,Mineral,277,19041,2026-04-23,Obat mineral untuk penggunaan medis
OBT718,Metox 500mg,Psikotropika,60,35585,2025-02-18,Obat psikotropika untuk penggunaan medis
OBT719,Amloum 1000mg,Psikotropika,222,20478,2026-04-28,Obat psikotropika untuk penggunaan medis
OBT720,Ibuox 10mg,Mineral,217,61368,2026-06-29,Obat mineral untuk penggunaan medis
OBT721,Amoxex 25mg,Vitamin,149,26771,2026-12-08,Obat vitamin untuk penggunaan medis
OBT722,Ibuat 25mg,Mineral,136,29848,2025-09-06,Obat mineral untuk penggunaan medis
OBT723,Ranitex 5mg,Analgesik,123,43580,2026-10-16,Obat analgesik untuk penggunaan medis
OBT724,Paraax 20mg,Psikotropika,108,32256,2025-02-16,Obat psikotropika untuk penggunaan medis
OBT725,Atorax 1000mg,Analgesik,326,54983,2025-07-31,Obat analgesik untuk penggunaan medis
OBT726,Dicloan 100mg,Antibiotik,334,32832,2026-08-12,Obat antibiotik untuk penggunaan medis
OBT727,Ibuat 250mg,Antikonvulsan,369,47275,2026-07-14,Obat antikonvulsan untuk penggunaan medis
OBT728,Losat 250mg,Antasida,281,99682,2026-02-23,Obat antasida untuk penggunaan medis
OBT729,Losin 50mg,Kardiovaskular,93,50673,2026-12-20,Obat kardiovaskular untuk penggunaan medis
OBT730,Omepat 10mg,Antidepresan,384,59557,2026-09-06,Obat antidepresan untuk penggunaan medis
OBT731,Metum 20mg,Psikotropika,405,81885,2026-01-22,Obat psikotropika untuk penggunaan medis
OBT732,Amoxax 100mg,Analgesik,464,32833,2026-08-08,Obat analgesik untuk penggunaan medis
OBT733,Dicloax 100mg,Mineral,460,12833,2026-05-26,Obat mineral untuk penggunaan medis
OBT734,Dicloat 100mg,Psikotropika,497,36300,2026-06-09,Obat psikotropika untuk penggunaan medis
OBT735,Paraen 50mg,Antasida,228,21887,2025-07-21,Obat antasida untuk penggunaan medis
OBT736,Losen 250mg,Psikotropika,296,91786,2026-09-05,Obat psikotropika untuk penggunaan medis
OBT737,Dexail 250mg,Analgesik,205,48679,2026-05-15,Obat analgesik untuk penggunaan medis
OBT738,Captex 20mg,Antasida,293,53982,2026-06-18,Obat antasida untuk penggunaan medis
OBT739,Captex 20mg,Antikonvulsan,131,8038,2025-08-12,Obat antikonvulsan untuk penggunaan medis
OBT740,Ibuol 250mg,Mineral,389,43122,2026-04-26,Obat mineral untuk penggunaan medis
OBT741,Amoxex 500mg,Kardiovaskular,401,98709,2025-08-27,Obat kardiovaskular untuk penggunaan medis
OBT742,Ranitex 10mg,Kortikosteroid,386,24715,2026-08-08,Obat kortikosteroid untuk penggunaan medis
OBT743,Ibuum 20mg,Analgesik,194,6003,2025-08-03,Obat analgesik untuk penggunaan medis
OBT744,Captox 50mg,Antasida,337,56565,2025-12-21,Obat antasida untuk penggunaan medis
OBT745,Dicloin 1000mg,Antidiabetes,170,40323,2025-07-05,Obat antidiabetes untuk penggunaan medis
OBT746,Amloox 100mg,Antasida,333,77315,2026-02-21,Obat antasida untuk penggunaan medis
OBT747,Capten 250mg,Antibiotik,241,32554,2025-05-22,Obat antibiotik untuk penggunaan medis
OBT748,Atorin 100mg,Mineral,365,30918,2026-08-18,Obat mineral untuk penggunaan medis
OBT749,Amoxen 25mg,Kardiovaskular,220,30101,2025-01-04,Obat kardiovaskular untuk penggunaan medis
OBT750,Simen 10mg,Kortikosteroid,364,66331,2025-06-19,Obat kortikosteroid untuk penggunaan medis
OBT751,Meten 25mg,Mineral,485,97159,2026-01-27,Obat mineral untuk penggunaan medis
OBT752,Ranitan 20mg,Kardiovaskular,230,64445,2026-01-09,Obat kardiovaskular untuk penggunaan medis
OBT753,Paraol 100mg,Mineral,112,87346,2026-09-21,Obat mineral untuk penggunaan medis
OBT754,Omepat 50mg,Vitamin,176,84212,2025-08-17,Obat vitamin untuk penggunaan medis
OBT755,Atorox 100mg,Analgesik,373,46834,2026-03-28,Obat analgesik untuk penggunaan medis
OBT756,Ibuil 250mg,Vitamin,393,29433,2026-01-20,Obat vitamin untuk penggunaan medis
OBT757,Siman 1000mg,Antidepresan,324,79396,2026-10-14,Obat antidepresan untuk penggunaan medis
OBT758,Dexaat 1000mg,Analgesik,171,57650,2026-03-18,Obat analgesik untuk penggunaan medis
OBT759,Simox 5mg,Vitamin,396,30237,2025-09-12,Obat vitamin untuk penggunaan medis
OBT760,Dexaen 10mg,Antidiabetes,270,41056,2026-04-11,Obat antidiabetes untuk penggunaan medis
OBT761,Amoxol 50mg,Kardiovaskular,175,75831,2026-08-11,Obat kardiovaskular untuk penggunaan medis
OBT762,Amloax 250mg,Kortikosteroid,284,62467,2026-07-26,Obat kortikosteroid untuk penggunaan medis
OBT763,Atorox 25mg,Kortikosteroid,447,8279,2025-08-28,Obat kortikosteroid untuk penggunaan medis
OBT764,Losex 100mg,Antihistamin,308,77552,2026-07-25,Obat antihistamin untuk penggunaan medis
OBT765,Captil 25mg,Antikonvulsan,53,59456,2026-10-03,Obat antikonvulsan untuk penggunaan medis
OBT766,Simax 20mg,Analgesik,144,92442,2025-12-10,Obat analgesik untuk penggunaan medis
OBT767,Siman 25mg,Antidiabetes,387,83396,2025-04-03,Obat antidiabetes untuk penggunaan medis
OBT768,Paraat 20mg,Kortikosteroid,372,87652,2025-11-21,Obat kortikosteroid untuk penggunaan medis
OBT769,Losex 1000mg,Kortikosteroid,456,37387,2025-11-01,Obat kortikosteroid untuk penggunaan medis
OBT770,Captil 5mg,Mineral,361,38917,2025-09-11,Obat mineral untuk penggunaan medis
OBT771,Paraen 250mg,Vitamin,422,29564,2025-02-12,Obat vitamin untuk penggunaan medis
OBT772,Parain 5mg,Antidiabetes,435,48475,2025-03-03,Obat antidiabetes untuk penggunaan medis
OBT773,Dexaox 10mg,Antibiotik,425,56361,2026-06-24,Obat antibiotik untuk penggunaan medis
OBT774,Ibuat 25mg,Kardiovaskular,175,75846,2026-11-21,Obat kardiovaskular untuk penggunaan medis
OBT775,Amloat 500mg,Kardiovaskular,370,55073,2025-01-26,Obat kardiovaskular untuk penggunaan medis
OBT776,Dicloax 10mg,Analgesik,436,83074,2025-09-15,Obat analgesik untuk penggunaan medis
OBT777,Amloil 500mg,Antasida,256,52393,2026-06-13,Obat antasida untuk penggunaan medis
OBT778,Omepox 20mg,Kardiovaskular,92,79780,2026-02-15,Obat kardiovaskular untuk penggunaan medis
OBT779,Atorax 20mg,Antihistamin,378,90211,2025-02-22,Obat antihistamin untuk penggunaan medis
OBT780,Ibuol 500mg,Antidiabetes,440,8713,2025-01-08,Obat antidiabetes untuk penggunaan medis
OBT781,Paraox 10mg,Kortikosteroid,168,81821,2025-12-25,Obat kortikosteroid untuk penggunaan medis
OBT782,Dicloil 100mg,Antidiabetes,384,63713,2025-08-04,Obat antidiabetes untuk penggunaan medis
OBT783,Paraol 20mg,Antasida,477,76946,2025-06-19,Obat antasida untuk penggunaan medis
OBT784,Cefiat 250mg,Kortikosteroid,75,64313,2026-09-13,Obat kortikosteroid untuk penggunaan medis
OBT785,Atorex 250mg,Mineral,252,55667,2026-09-05,Obat mineral untuk penggunaan medis
OBT786,Metum 500mg,Antikonvulsan,410,58225,2025-01-11,Obat antikonvulsan untuk penggunaan medis
OBT787,Atorum 25mg,Antidiabetes,458,47817,2025-03-06,Obat antidiabetes untuk penggunaan medis
OBT788,Captox 25mg,Antidepresan,128,12151,2025-03-17,Obat antidepresan untuk penggunaan medis
OBT789,Atorox 1000mg,Kortikosteroid,57,66901,2026-05-01,Obat kortikosteroid untuk penggunaan medis
OBT790,Parain 5mg,Antibiotik,132,56795,2026-12-31,Obat antibiotik untuk penggunaan medis
OBT791,Amoxol 100mg,Mineral,131,64346,2026-02-15,Obat mineral untuk penggunaan medis
OBT792,Amoxox 20mg,Mineral,479,75913,2026-10-09,Obat mineral untuk penggunaan medis
OBT793,Omepen 50mg,Psikotropika,208,52246,2026-01-14,Obat psikotropika untuk penggunaan medis
OBT794,Dexaol 10mg,Psikotropika,193,63955,2026-06-12,Obat psikotropika untuk penggunaan medis
OBT795,Losat 5mg,Kortikosteroid,365,33704,2026-12-29,Obat kortikosteroid untuk penggunaan medis
OBT796,Dicloat 250mg,Vitamin,410,71370,2026-12-10,Obat vitamin untuk penggunaan medis
OBT797,Parain 20mg,Antidepresan,249,59306,2026-04-03,Obat antidepresan untuk penggunaan medis
OBT798,Simat 25mg,Antidiabetes,272,21820,2026-08-13,Obat antidiabetes untuk penggunaan medis
